name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"Diane Hendricks",1947-03-02,76,Female,"United States",Afton,Wisconsin,"United States",13700000000,"Construction & Engineering","Building supplies",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jan Koum",1976-02-24,47,Male,"United States",Atherton,California,"United States",13700000000,Technology,WhatsApp,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jerry Jones",1942-10-13,80,Male,"United States",Dallas,Texas,"United States",13300000000,Sports,"Dallas Cowboys",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"George Kaiser",1942-07-29,80,Male,"United States",Tulsa,Oklahoma,"United States",13300000000,Energy,"Oil & gas, banking",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Joseph Lau",1951-07-21,71,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",13300000000,"Real Estate","Real estate",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiangyang Lu",1962-12-28,60,Male,China,Guangzhou,not-applicable,China,13200000000,Automotive,"Automobiles, batteries",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Harry Triguboff",1933-03-03,90,Male,Australia,Sydney,not-applicable,Australia,13100000000,"Real Estate","Real estate",1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Uday Kotak",1959-03-15,64,Male,India,Mumbai,not-applicable,India,12900000000,"Finance & Investments",Banking,1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Stanley Kroenke",1947-07-29,75,Male,"United States",Electra,Texas,"United States",12900000000,Sports,"Sports, real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mikhail Fridman",1964-04-21,58,Male,"United Kingdom",London,not-applicable,Russia,12600000000,Energy,"Oil, banking, telecom",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Sarath Ratanavadi",1965-07-12,57,Male,Thailand,Bangkok,not-applicable,Thailand,12300000000,Energy,Energy,1,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Yanbao Dang",1973-02-01,50,Male,China,Yinchuan,not-applicable,China,12200000000,"Metals & Mining",Coal,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Rensheng Jiang",1953-10-08,69,Male,China,Chongqing,not-applicable,China,12200000000,Healthcare,Vaccines,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Shahid Khan",1950-07-18,72,Male,"United States",Naples,Florida,"United States",12100000000,Automotive,"Auto parts",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Laurene Powell Jobs",1963-11-06,59,Female,"United States","Palo Alto",California,"United States",12000000000,Technology,"Apple, Disney",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Robert Kuok",1923-10-06,99,Male,"Hong Kong","Hong Kong",not-applicable,Malaysia,11800000000,Diversified,"Palm oil, shipping, property",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Stephen Ross",1940-05-10,82,Male,"United States","New York","New York","United States",11600000000,"Real Estate","Real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Pavel Durov",1984-10-10,38,Male,"United Arab Emirates",Dubai,not-applicable,"United Arab Emirates",11500000000,Technology,"Messaging app",1,9770529,421142267938,77.8,0.1,15.9,108.4,36.8,114.5,23.424076,53.847818
"Andreas Struengmann",1950-02-16,73,Male,Germany,Tegernsee,not-applicable,Germany,11500000000,Healthcare,Pharmaceuticals,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Thomas Struengmann",1950-02-16,73,Male,Germany,Tegernsee,not-applicable,Germany,11500000000,Healthcare,Pharmaceuticals,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Hanyuan Liu",1964-01-01,59,Male,China,Chengdu,not-applicable,China,11400000000,"Food & Beverage",Agribusiness,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Michael Rubin",1972-07-21,50,Male,"United States","Bryn Mawr",Pennsylvania,"United States",11400000000,"Fashion & Retail","Online retail",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Israel Englander",1948-09-30,74,Male,"United States","New York","New York","United States",11300000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Viatcheslav Kantor",1953-09-08,69,Male,Israel,Herzliya,not-applicable,Russia,11300000000,Manufacturing,"Fertilizer, real estate",1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Anthony Pratt",1960-04-11,62,Male,Australia,Melbourne,not-applicable,Australia,11300000000,Manufacturing,Manufacturing,0,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Mikhail Prokhorov",1965-05-03,57,Male,Switzerland,Frauenfeld,not-applicable,Russia,11300000000,"Finance & Investments",Investments,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Giorgio Armani",1934-07-11,88,Male,Italy,Milan,not-applicable,Italy,11100000000,"Fashion & Retail","Luxury goods",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Johann Rupert",1950-06-01,72,Male,"South Africa","Cape Town",not-applicable,"South Africa",11100000000,"Fashion & Retail","Luxury goods",0,58558270,351431649241,63.9,27.5,29.2,100.9,22.4,158.9,-30.559482,22.937506
"Hongjia Gong",1965-01-01,58,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",11000000000,"Finance & Investments","Video surveillance",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhidong Zhang",1972-01-01,51,Male,China,Shenzhen,not-applicable,China,11000000000,Technology,"Internet media",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Philip Anschutz",1939-12-28,83,Male,"United States",Denver,Colorado,"United States",10900000000,"Finance & Investments","Energy, sports, entertainment",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Judy Love",1937-06-17,85,Female,"United States","Oklahoma City",Oklahoma,"United States",10900000000,"Fashion & Retail","Gas stations",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Ricardo Salinas Pliego",1955-10-19,67,Male,Mexico,"Mexico City",not-applicable,Mexico,10900000000,"Fashion & Retail","Retail, media",0,126014024,1258286717125,75.0,13.1,55.1,105.8,40.2,141.5,23.634501,-102.552784
"Donald Newhouse",1929-08-05,93,Male,"United States","New York","New York","United States",10700000000,"Media & Entertainment",Media,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Robert Kraft",1941-06-05,81,Male,"United States",Brookline,Massachusetts,"United States",10600000000,Sports,"Manufacturing, New England Patriots",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Marcel Herrmann Telles",1950-01-01,73,Male,Brazil,"Sao Paulo",not-applicable,Brazil,10600000000,"Food & Beverage",Beer,1,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Suleiman Kerimov & family",1966-03-12,57,Male,Russia,Moscow,not-applicable,Russia,10500000000,"Finance & Investments",Gold,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Sky Xu",1984-01-01,39,Male,China,Guangzhou,not-applicable,China,10500000000,"Fashion & Retail",E-commerce,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Changpeng Zhao",1977-09-10,45,Male,"United Arab Emirates",Dubai,not-applicable,Canada,10500000000,"Finance & Investments","Cryptocurrency exchange",1,9770529,421142267938,77.8,0.1,15.9,108.4,36.8,114.5,23.424076,53.847818
"Andrew Beal",1952-11-29,70,Male,"United States",Dallas,Texas,"United States",10300000000,"Finance & Investments","Banks, real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mike Cannon-Brookes",1979-11-17,43,Male,Australia,Sydney,not-applicable,Australia,10200000000,Technology,Software,1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Carl Cook",1962-08-19,60,Male,"United States",Bloomington,Indiana,"United States",10200000000,Healthcare,"Medical devices",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"David Duffield",1940-09-21,82,Male,"United States","Incline Village",Nevada,"United States",10200000000,Technology,"Business software",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jeffery Hildebrand",1959-03-05,64,Male,"United States",Houston,Texas,"United States",10200000000,Energy,Oil,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Viktor Rashnikov",1948-10-13,74,Male,Russia,Magnitogorsk,not-applicable,Russia,10200000000,Manufacturing,Steel,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Eduardo Saverin",1982-03-19,41,Male,Singapore,Singapore,not-applicable,Brazil,10200000000,Technology,Facebook,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Georg Schaeffler",1964-10-19,58,Male,Germany,Herzogenaurach,not-applicable,Germany,10200000000,Automotive,"Auto parts",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Christy Walton",1949-02-08,74,Female,"United States",Jackson,Wyoming,"United States",10200000000,"Fashion & Retail",Walmart,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Scott Farquhar",1979-12-17,43,Male,Australia,Sydney,not-applicable,Australia,10100000000,Technology,Software,1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Leng Chan Quek",1941-08-12,81,Male,Malaysia,"Kuala Lumpur",not-applicable,Malaysia,10100000000,Diversified,"Banking, property",0,32447385,364701517788,76.0,12.0,38.7,105.3,45.1,121.5,4.210484,101.975766
"Yajun Wu",1964-01-01,59,Female,China,Beijing,not-applicable,China,10100000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Autry Stephens",1938-03-08,85,Male,"United States",Midland,Texas,"United States",10000000000,Energy,Oil,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Yongxing Liu",1948-06-01,74,Male,China,Shanghai,not-applicable,China,9900000000,Service,Diversified,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Vinod Adani",1949-01-10,74,Male,"United Arab Emirates",Dubai,not-applicable,Cyprus,9800000000,Diversified,"Infrastructure, commodities",1,9770529,421142267938,77.8,0.1,15.9,108.4,36.8,114.5,23.424076,53.847818
"Nicolas Puech",1943-01-29,80,Male,Switzerland,Martigny,not-applicable,France,9800000000,"Fashion & Retail",Hermes,0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Jacques Saad̩",1971-08-10,51,Male,France,Marseille,not-applicable,France,9800000000,Logistics,Shipping,0,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Rodolphe Saad̩",1970-03-03,53,Male,France,Marseille,not-applicable,France,9800000000,Logistics,Shipping,0,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Tanya Saad̩ Zeenny",1968-02-01,55,Female,France,Marseille,not-applicable,France,9800000000,Logistics,Shipping,0,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Melker Schorling",1947-05-15,75,Male,Sweden,Stockholm,not-applicable,Sweden,9800000000,"Finance & Investments",Investments,1,10285453,530832908738,82.5,27.9,49.1,126.6,67.0,110.5,60.128161,18.643501
"Andrei Guriev & family",1960-03-24,63,Male,Russia,Moscow,not-applicable,Russia,9700000000,Manufacturing,Fertilizers,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Michael Kim",1963-10-01,59,Male,"South Korea",Seoul,not-applicable,"United States",9700000000,"Finance & Investments","Private equity",1,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Jun Lei",1969-12-16,53,Male,China,Beijing,not-applicable,China,9700000000,Technology,Smartphones,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Friedhelm Loh",1946-08-15,76,Male,Germany,Haiger,not-applicable,Germany,9700000000,Manufacturing,Manufacturing,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Piaoyang Sun",1958-09-01,64,Male,China,Lianyungang,not-applicable,China,9700000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Rick Cohen",1952-07-25,70,Male,"United States",Keene,"New Hampshire","United States",9600000000,Technology,"Warehouse automation",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Baofang Jin",1952-09-01,70,Male,China,Xingtai,not-applicable,China,9600000000,Energy,"Solar panels",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Liguo Luo",1956-03-01,67,Male,China,Ningbo,not-applicable,China,9600000000,Manufacturing,Chemicals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Marijke Mars",1964-07-28,58,Female,"United States","Los Angeles",California,"United States",9600000000,"Food & Beverage","Candy, pet food",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Pamela Mars",1960-08-01,62,Female,"United States",Alexandria,Virginia,"United States",9600000000,"Food & Beverage","Candy, pet food",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Valerie Mars",1959-01-26,64,Female,"United States","New York","New York","United States",9600000000,"Food & Beverage","Candy, pet food",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Victoria Mars",1956-12-15,66,Female,"United States",Philadelphia,Pennsylvania,"United States",9600000000,"Food & Beverage","Candy, pet food",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Vincent Bollor̩",1952-04-01,71,Male,France,Paris,not-applicable,France,9500000000,"Finance & Investments",Investments,0,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Jim Pattison",1928-10-01,94,Male,Canada,Vancouver,not-applicable,Canada,9500000000,Diversified,Diversified,1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Ernesto Bertarelli",1965-09-22,57,Male,Switzerland,Gstaad,not-applicable,Switzerland,9400000000,Healthcare,"Biotech, investments",0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Xing Wang",1979-02-18,44,Male,China,Beijing,not-applicable,China,9400000000,Technology,"Food delivery",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Brian Chesky",1981-08-29,41,Male,"United States","San Francisco",California,"United States",9300000000,Technology,Airbnb,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"James Dyson",1947-05-02,75,Male,"United Kingdom",Gloucestershire,not-applicable,"United Kingdom",9300000000,Manufacturing,Vacuums,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Roman Abramovich",1966-10-24,56,Male,Russia,Moscow,not-applicable,Russia,9200000000,Diversified,"Steel, investments",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Antonia Ax:son Johnson",1943-09-06,79,Female,Sweden,Stockholm,not-applicable,Sweden,9200000000,Diversified,Diversified,0,10285453,530832908738,82.5,27.9,49.1,126.6,67.0,110.5,60.128161,18.643501
"Daniel Kretinsky",1975-07-09,47,Male,"Czech Republic",Prague,not-applicable,"Czech Republic",9200000000,Energy,"Energy, investments",1,10669709,246489245495,79.0,14.9,46.1,100.7,64.1,116.5,49.817492,15.472962
"John Malone",1941-03-07,82,Male,"United States",Elizabeth,Colorado,"United States",9200000000,"Media & Entertainment","Cable television",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Azim Premji",1945-07-24,77,Male,India,Bangalore,not-applicable,India,9200000000,Technology,"Software services",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Charles Schwab",1937-07-29,85,Male,"United States",Woodside,California,"United States",9200000000,"Finance & Investments","Discount brokerage",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Eric Smidt",1960-01-01,63,Male,"United States","Beverly Hills",California,"United States",9200000000,"Fashion & Retail","Hardware stores",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"David Cheriton",1951-03-29,72,Male,"United States","Palo Alto",California,Canada,9000000000,Technology,Google,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Ivan Glasenberg",1957-01-07,66,Male,Switzerland,Ruschlikon,not-applicable,Switzerland,9000000000,"Metals & Mining",Mining,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Alexander Otto",1967-07-07,55,Male,Germany,Hamburg,not-applicable,Germany,9000000000,"Real Estate","Real estate",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Anthony von Mandl",1950-03-10,73,Male,Canada,Vancouver,not-applicable,Canada,9000000000,"Food & Beverage","Alcoholic beverages",1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Liping Wang",1966-02-24,57,Male,China,Changzhou,not-applicable,China,9000000000,Manufacturing,"Hydraulic machinery",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Finn Rausing",1955-01-01,68,Male,"United Kingdom",London,not-applicable,Sweden,8900000000,"Food & Beverage",Packaging,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Jorn Rausing",1960-01-01,63,Male,"United Kingdom",Surrey,not-applicable,Sweden,8900000000,"Food & Beverage",Packaging,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Kirsten Rausing",1952-06-06,70,Female,"United Kingdom",Newmarket,not-applicable,Sweden,8900000000,"Food & Beverage",Packaging,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Tatyana Bakalchuk",1975-10-16,47,Female,Russia,"Moscow region",not-applicable,Russia,8800000000,"Fashion & Retail",Ecommerce,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"John Doerr",1951-06-29,71,Male,"United States",Woodside,California,"United States",8800000000,Technology,"Venture capital",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Richard Liu",1974-03-10,49,Male,China,Beijing,not-applicable,China,8800000000,Technology,E-commerce,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
